Removal Site 1,Removal Site 2,Distance
SLA-371,MHM-105,19.39
SLE-109,MHM-105,7.54
SLE-110,MHM-105,11.07
SLE-111,MHM-105,11.85
SLE-303,MHM-105,6.7
SLE-304,MHM-105,6.7
S-O-103,MHM-105,23.08
S-O-104,MHM-105,13.72
S-O-201A,MHM-105,21.53
S-O-201B,MHM-105,18.73
VER-310A,MHM-105,31.51
VER-310B,MHM-105,25.72
VMA-109,MHM-105,12.27
VMA-110,MHM-105,13.98
VMA-111,MHM-105,12.36
VMA-306,MHM-105,11.79
VMA-307,MHM-105,11.79
VSP-103,MHM-105,12.44
VSP-104,MHM-105,13.58
VSP-107,MHM-105,10.84
VSP-108,MHM-105,13.68
VSP-109,MHM-105,14.64
VSP-205,MHM-105,12.26
VSP-206,MHM-105,9.76
AHU-101,MHM-106,19.78
AHU-102,MHM-106,19.57
AHU-103,MHM-106,19.78
AHU-104,MHM-106,20.06
AHU-105,MHM-106,13.9
AHU-106,MHM-106,22.87
AHU-107,MHM-106,13.33
AHU-201,MHM-106,14.3
AHU-202,MHM-106,15.6
ANJ-101,MHM-106,6.32
ANJ-309,MHM-106,3.34
ANJ-310,MHM-106,2.35
ANJ-311,MHM-106,4.42
ANJ-312,MHM-106,6.25
CDN-111,MHM-106,32.02
CDN-112,MHM-106,20.56
CDN-113,MHM-106,20.95
CDN-114,MHM-106,19.16
CDN-115,MHM-106,20.01
CDN-116,MHM-106,19.71
CDN-301,MHM-106,21.38
IBI-301,MHM-106,41.68
LAC-102,MHM-106,24.88
LAC-104,MHM-106,22.43
LAC-305,MHM-106,25.05
LAC-306,MHM-106,25.53
LAS-321,MHM-106,32.96
LAS-323,MHM-106,34.43
LAS-325,MHM-106,25.06
LAS-326,MHM-106,24.79
LAS-327,MHM-106,23.57
LAS-328,MHM-106,24.83
LAS-329,MHM-106,22.55
LAS-330,MHM-106,24.85
LAS-333,MHM-106,25.94
MHM-105,MHM-106,1.42
MHM-106,MHM-106,0
MHM-107,MHM-106,1.65
MHM-108,MHM-106,3.9
MHM-109,MHM-106,6.38
MHM-209,MHM-106,5.07
MHM-210,MHM-106,4.81
MHM-211,MHM-106,1.5
MTN-102,MHM-106,6.23
MTN-103,MHM-106,8.12
MTN-104,MHM-106,8.53
MTN-305,MHM-106,10.74
MTN-307,MHM-106,6.61
OUT-101,MHM-106,17.14
PMR-101,MHM-106,10.28
PMR-102,MHM-106,11.92
PMR-203,MHM-106,9.73
PMR-204,MHM-106,7.72
PRF-304B,MHM-106,35.85
PRF-304C,MHM-106,35.8
PRF-304D,MHM-106,33.85
PRF-304E,MHM-106,32.03
PRF-304F,MHM-106,23.45
RDP-101,MHM-106,10.6
RDP-102,MHM-106,7.77
RDP-103,MHM-106,10.6
RDP-105,MHM-106,14.46
RDP-106,MHM-106,14.18
RDP-107,MHM-106,7.33
RDP-201,MHM-106,9.72
RDP-202,MHM-106,10.04
RDP-203,MHM-106,7.33
RPP-101,MHM-106,14.91
RPP-102,MHM-106,7.51
RPP-103,MHM-106,7.71
RPP-104,MHM-106,5.79
RPP-201,MHM-106,11.56
RPP-204,MHM-106,10.6
RPP-205,MHM-106,8.62
SLA-363,MHM-106,19.24
SLA-364,MHM-106,19.2
SLA-365,MHM-106,21.01
SLA-366,MHM-106,17.56
SLA-367,MHM-106,21.76
SLA-368,MHM-106,21.48
SLA-369,MHM-106,19.82
SLA-370,MHM-106,20.9
SLA-371,MHM-106,18.48
SLE-109,MHM-106,6.64
SLE-110,MHM-106,10.17
SLE-111,MHM-106,10.95
SLE-303,MHM-106,5.8
SLE-304,MHM-106,5.8
S-O-103,MHM-106,23.93
S-O-104,MHM-106,14.57
S-O-201A,MHM-106,22.38
S-O-201B,MHM-106,19.58
VER-310A,MHM-106,32.9
VER-310B,MHM-106,27.11
VMA-109,MHM-106,13.12
VMA-110,MHM-106,14.82
VMA-111,MHM-106,9.68
VMA-306,MHM-106,8.94
VMA-307,MHM-106,9.56
VSP-103,MHM-106,11.54
VSP-104,MHM-106,12.68
VSP-107,MHM-106,9.94
VSP-108,MHM-106,12.78
VSP-109,MHM-106,13.74
VSP-205,MHM-106,11.36
VSP-206,MHM-106,8.86
AHU-101,MHM-107,20.21
AHU-102,MHM-107,20
AHU-103,MHM-107,20.21
AHU-104,MHM-107,20.48
AHU-105,MHM-107,14.32
AHU-106,MHM-107,23.29
AHU-107,MHM-107,13.75
AHU-201,MHM-107,14.72
AHU-202,MHM-107,16.02
ANJ-101,MHM-107,6.74
ANJ-309,MHM-107,3.77
ANJ-310,MHM-107,0.71
ANJ-311,MHM-107,3.72
ANJ-312,MHM-107,6.68
CDN-111,MHM-107,22.9
CDN-112,MHM-107,20.99
CDN-113,MHM-107,21.37
CDN-114,MHM-107,19.58
CDN-115,MHM-107,20.43
CDN-116,MHM-107,20.14
CDN-301,MHM-107,21.43
IBI-301,MHM-107,42.1
LAC-102,MHM-107,25.31
LAC-104,MHM-107,22.85
LAC-305,MHM-107,25.47
LAC-306,MHM-107,25.96
LAS-321,MHM-107,23.02
LAS-323,MHM-107,24.48
LAS-325,MHM-107,25.11
LAS-326,MHM-107,24.83
LAS-327,MHM-107,23.62
LAS-328,MHM-107,24.88
LAS-329,MHM-107,22.6
LAS-330,MHM-107,24.9
LAS-333,MHM-107,25.99
MHM-105,MHM-107,2.86
MHM-106,MHM-107,1.8
MHM-107,MHM-107,0
MHM-108,MHM-107,3.04
MHM-109,MHM-107,6.58
MHM-209,MHM-107,5.27
MHM-210,MHM-107,5.02
MHM-211,MHM-107,0.81
MTN-102,MHM-107,6.65
MTN-103,MHM-107,8.55
MTN-104,MHM-107,8.95
MTN-305,MHM-107,9.24
MTN-307,MHM-107,7.04
OUT-101,MHM-107,17.56
PMR-101,MHM-107,8.85
PMR-102,MHM-107,12.13
PMR-203,MHM-107,9.93
PMR-204,MHM-107,7.93
PRF-304B,MHM-107,36.27
PRF-304C,MHM-107,36.23
PRF-304D,MHM-107,34.27
PRF-304E,MHM-107,32.46
PRF-304F,MHM-107,23.88
RDP-101,MHM-107,11.03
RDP-102,MHM-107,8.19
RDP-103,MHM-107,11.03
RDP-105,MHM-107,14.89
RDP-106,MHM-107,14.6
RDP-107,MHM-107,8.94
RDP-201,MHM-107,10.14
RDP-202,MHM-107,10.47
RDP-203,MHM-107,8.94
RPP-101,MHM-107,15.34
RPP-102,MHM-107,6.08
RPP-103,MHM-107,4.16
RPP-104,MHM-107,5.99
RPP-201,MHM-107,11.99
RPP-204,MHM-107,11.03
RPP-205,MHM-107,9.04
SLA-363,MHM-107,19.66
SLA-364,MHM-107,19.62
SLA-365,MHM-107,21.44
SLA-366,MHM-107,17.98
SLA-367,MHM-107,22.18
SLA-368,MHM-107,21.9
SLA-369,MHM-107,20.24
SLA-370,MHM-107,21.33
SLA-371,MHM-107,18.91
SLE-109,MHM-107,7.07
SLE-110,MHM-107,8.26
SLE-111,MHM-107,9.04
SLE-303,MHM-107,4.15
SLE-304,MHM-107,4.15
S-O-103,MHM-107,23.98
S-O-104,MHM-107,14.62
S-O-201A,MHM-107,22.43
S-O-201B,MHM-107,19.63
VER-310A,MHM-107,22.95
VER-310B,MHM-107,28.55
VMA-109,MHM-107,13.16
VMA-110,MHM-107,14.87
VMA-111,MHM-107,9.88
VMA-306,MHM-107,9.14
VMA-307,MHM-107,9.76
VSP-103,MHM-107,11.96
VSP-104,MHM-107,13.1
VSP-107,MHM-107,10.37
VSP-108,MHM-107,13.2
VSP-109,MHM-107,14.17
VSP-205,MHM-107,11.78
VSP-206,MHM-107,9.28
AHU-101,MHM-108,16.25
AHU-102,MHM-108,16.05
AHU-103,MHM-108,16.25
AHU-104,MHM-108,16.53
AHU-105,MHM-108,10.37
AHU-106,MHM-108,22.25
AHU-107,MHM-108,9.8
AHU-201,MHM-108,10.77
AHU-202,MHM-108,12.07
ANJ-101,MHM-108,6.01
ANJ-309,MHM-108,2.83
ANJ-310,MHM-108,2.82
ANJ-311,MHM-108,1.84
ANJ-312,MHM-108,4.13
CDN-111,MHM-108,18.95
CDN-112,MHM-108,17.03
CDN-113,MHM-108,17.42
CDN-114,MHM-108,15.63
CDN-115,MHM-108,16.48
CDN-116,MHM-108,16.18
CDN-301,MHM-108,18.01
IBI-301,MHM-108,38.15
LAC-102,MHM-108,21.35
LAC-104,MHM-108,18.9
LAC-305,MHM-108,21.52
LAC-306,MHM-108,22
LAS-321,MHM-108,25.5
LAS-323,MHM-108,30.06
LAS-325,MHM-108,27.72
LAS-326,MHM-108,27.37
LAS-327,MHM-108,27.19
LAS-328,MHM-108,27.67
LAS-329,MHM-108,25.39
LAS-330,MHM-108,27.43
LAS-333,MHM-108,28.22
MHM-105,MHM-108,6.1
MHM-106,MHM-108,5
MHM-107,MHM-108,2.55
MHM-108,MHM-108,0
MHM-109,MHM-108,8.23
MHM-209,MHM-108,6.92
MHM-210,MHM-108,6.67
MHM-211,MHM-108,4.03
MTN-102,MHM-108,4.16
MTN-103,MHM-108,7.51
MTN-104,MHM-108,6.21
MTN-305,MHM-108,7.21
MTN-307,MHM-108,5.18
OUT-101,MHM-108,13.61
PMR-101,MHM-108,9.73
PMR-102,MHM-108,14.08
PMR-203,MHM-108,9.98
PMR-204,MHM-108,9.43
PRF-304B,MHM-108,32.32
PRF-304C,MHM-108,32.27
PRF-304D,MHM-108,30.32
PRF-304E,MHM-108,28.5
PRF-304F,MHM-108,19.92
RDP-101,MHM-108,9.99
RDP-102,MHM-108,7.46
RDP-103,MHM-108,9.99
RDP-105,MHM-108,14.15
RDP-106,MHM-108,13.87
RDP-107,MHM-108,11.09
RDP-201,MHM-108,9.41
RDP-202,MHM-108,9.73
RDP-203,MHM-108,11.09
RPP-101,MHM-108,11.38
RPP-102,MHM-108,7.26
RPP-103,MHM-108,4.18
RPP-104,MHM-108,6.39
RPP-201,MHM-108,8.03
RPP-204,MHM-108,7.07
RPP-205,MHM-108,5.09
SLA-363,MHM-108,15.71
SLA-364,MHM-108,15.67
SLA-365,MHM-108,17.48
SLA-366,MHM-108,14.03
SLA-367,MHM-108,18.23
SLA-368,MHM-108,17.95
SLA-369,MHM-108,16.29
SLA-370,MHM-108,17.37
SLA-371,MHM-108,14.95
SLE-109,MHM-108,3.11
SLE-110,MHM-108,6.38
SLE-111,MHM-108,7.16
SLE-303,MHM-108,2.27
SLE-304,MHM-108,2.27
S-O-103,MHM-108,26.62
S-O-104,MHM-108,16.25
S-O-201A,MHM-108,23.29
S-O-201B,MHM-108,22.1
VER-310A,MHM-108,25.44
VER-310B,MHM-108,31.78
VMA-109,MHM-108,14.8
VMA-110,MHM-108,24.1
VMA-111,MHM-108,11.53
VMA-306,MHM-108,10.79
VMA-307,MHM-108,11.41
VSP-103,MHM-108,8.01
VSP-104,MHM-108,9.15
VSP-107,MHM-108,6.41
VSP-108,MHM-108,9.25
VSP-109,MHM-108,10.21
VSP-205,MHM-108,7.83
VSP-206,MHM-108,5.33
AHU-101,MHM-109,16.51
AHU-102,MHM-109,16.3
AHU-103,MHM-109,16.51
AHU-104,MHM-109,16.79
AHU-105,MHM-109,10.63
AHU-106,MHM-109,13.06
AHU-107,MHM-109,10.06
AHU-201,MHM-109,11.03
AHU-202,MHM-109,12.33
ANJ-101,MHM-109,12.33
ANJ-309,MHM-109,9.36
ANJ-310,MHM-109,7.49
ANJ-311,MHM-109,9.1
ANJ-312,MHM-109,12.27
CDN-111,MHM-109,13.01
CDN-112,MHM-109,14.27
CDN-113,MHM-109,14.62
CDN-114,MHM-109,16.73
CDN-115,MHM-109,17.58
CDN-116,MHM-109,17.28
CDN-301,MHM-109,14.42
IBI-301,MHM-109,43.44
LAC-102,MHM-109,21.33
LAC-104,MHM-109,23.63
LAC-305,MHM-109,24.75
LAC-306,MHM-109,21.12
LAS-321,MHM-109,16.01
LAS-323,MHM-109,17.47
LAS-325,MHM-109,18.1
LAS-326,MHM-109,17.83
LAS-327,MHM-109,16.62
LAS-328,MHM-109,17.87
LAS-329,MHM-109,15.59
LAS-330,MHM-109,17.89
LAS-333,MHM-109,18.98
MHM-105,MHM-109,7.6
MHM-106,MHM-109,6.8
MHM-107,MHM-109,6.79
MHM-108,MHM-109,8.46
MHM-109,MHM-109,0
MHM-209,MHM-109,2.54
MHM-210,MHM-109,2.29
MHM-211,MHM-109,5.83
MTN-102,MHM-109,12.24
MTN-103,MHM-109,14.14
MTN-104,MHM-109,12.04
MTN-305,MHM-109,9.23
MTN-307,MHM-109,12.62
OUT-101,MHM-109,8.22
PMR-101,MHM-109,5.16
PMR-102,MHM-109,5.88
PMR-203,MHM-109,4.28
PMR-204,MHM-109,1.68
PRF-304B,MHM-109,35.71
PRF-304C,MHM-109,35.92
PRF-304D,MHM-109,33.97
PRF-304E,MHM-109,32.15
PRF-304F,MHM-109,30.13
RDP-101,MHM-109,16.62
RDP-102,MHM-109,13.78
RDP-103,MHM-109,16.62
RDP-105,MHM-109,20.47
RDP-106,MHM-109,20.19
RDP-107,MHM-109,13.94
RDP-201,MHM-109,15.73
RDP-202,MHM-109,16.05
RDP-203,MHM-109,13.94
RPP-101,MHM-109,7.47
RPP-102,MHM-109,3.02
RPP-103,MHM-109,5.32
RPP-104,MHM-109,2.82
RPP-201,MHM-109,6.39
RPP-204,MHM-109,4.83
RPP-205,MHM-109,4.98
SLA-363,MHM-109,15.96
SLA-364,MHM-109,19.35
SLA-365,MHM-109,17.74
SLA-366,MHM-109,14.29
SLA-367,MHM-109,18.49
SLA-368,MHM-109,18.21
SLA-369,MHM-109,19.57
SLA-370,MHM-109,21.02
SLA-371,MHM-109,15.21
SLE-109,MHM-109,6.52
SLE-110,MHM-109,9.9
SLE-111,MHM-109,10.68
SLE-303,MHM-109,9.54
SLE-304,MHM-109,9.54
S-O-103,MHM-109,16.97
S-O-104,MHM-109,7.61
S-O-201A,MHM-109,15.42
S-O-201B,MHM-109,12.62
VER-310A,MHM-109,15.94
VER-310B,MHM-109,11.64
VMA-109,MHM-109,6.16
VMA-110,MHM-109,5.75
VMA-111,MHM-109,3.63
VMA-306,MHM-109,2.89
VMA-307,MHM-109,3.51
VSP-103,MHM-109,8.27
VSP-104,MHM-109,9.4
VSP-107,MHM-109,6.66
VSP-108,MHM-109,9.51
VSP-109,MHM-109,10.47
VSP-205,MHM-109,8.08
VSP-206,MHM-109,5.58
AHU-101,MHM-209,16.96
AHU-102,MHM-209,16.76
AHU-103,MHM-209,16.96
AHU-104,MHM-209,17.24
AHU-105,MHM-209,11.08
AHU-106,MHM-209,13.22
AHU-107,MHM-209,10.51
AHU-201,MHM-209,11.48
AHU-202,MHM-209,12.78
ANJ-101,MHM-209,10.96
ANJ-309,MHM-209,7.99
ANJ-310,MHM-209,6.13
ANJ-311,MHM-209,7.73
ANJ-312,MHM-209,10.9
CDN-111,MHM-209,14.6
CDN-112,MHM-209,15.86
CDN-113,MHM-209,16.21
CDN-114,MHM-209,18.32
CDN-115,MHM-209,19.17
CDN-116,MHM-209,18.87
CDN-301,MHM-209,16.01
IBI-301,MHM-209,38.86
LAC-102,MHM-209,22.92
LAC-104,MHM-209,19.61
LAC-305,MHM-209,26.34
LAC-306,MHM-209,22.71
LAS-321,MHM-209,17.6
LAS-323,MHM-209,19.06
LAS-325,MHM-209,19.69
LAS-326,MHM-209,19.41
LAS-327,MHM-209,18.2
LAS-328,MHM-209,19.46
LAS-329,MHM-209,17.18
LAS-330,MHM-209,19.48
LAS-333,MHM-209,20.57
MHM-105,MHM-209,5.17
MHM-106,MHM-209,5.43
MHM-107,MHM-209,5.42
MHM-108,MHM-209,7.09
MHM-109,MHM-209,1.72
MHM-209,MHM-209,0
MHM-210,MHM-209,0.92
MHM-211,MHM-209,4.46
MTN-102,MHM-209,10.87
MTN-103,MHM-209,12.77
MTN-104,MHM-209,10.67
MTN-305,MHM-209,7.86
MTN-307,MHM-209,11.26
OUT-101,MHM-209,9.15
PMR-101,MHM-209,5.94
PMR-102,MHM-209,7.27
PMR-203,MHM-209,5.67
PMR-204,MHM-209,3.07
PRF-304B,MHM-209,33.03
PRF-304C,MHM-209,32.98
PRF-304D,MHM-209,31.03
PRF-304E,MHM-209,29.21
PRF-304F,MHM-209,20.63
RDP-101,MHM-209,15.25
RDP-102,MHM-209,12.41
RDP-103,MHM-209,15.25
RDP-105,MHM-209,19.11
RDP-106,MHM-209,18.82
RDP-107,MHM-209,12.57
RDP-201,MHM-209,14.36
RDP-202,MHM-209,14.69
RDP-203,MHM-209,12.57
RPP-101,MHM-209,8.54
RPP-102,MHM-209,3.17
RPP-103,MHM-209,3.95
RPP-104,MHM-209,1.45
RPP-201,MHM-209,7.04
RPP-204,MHM-209,6.08
RPP-205,MHM-209,3.61
SLA-363,MHM-209,16.42
SLA-364,MHM-209,16.38
SLA-365,MHM-209,18.19
SLA-366,MHM-209,14.74
SLA-367,MHM-209,18.94
SLA-368,MHM-209,18.66
SLA-369,MHM-209,17
SLA-370,MHM-209,18.08
SLA-371,MHM-209,15.66
SLE-109,MHM-209,5.15
SLE-110,MHM-209,8.54
SLE-111,MHM-209,9.31
SLE-303,MHM-209,8.17
SLE-304,MHM-209,8.17
S-O-103,MHM-209,18.56
S-O-104,MHM-209,9.2
S-O-201A,MHM-209,17.01
S-O-201B,MHM-209,14.21
VER-310A,MHM-209,17.53
VER-310B,MHM-209,13.23
VMA-109,MHM-209,7.74
VMA-110,MHM-209,7.14
VMA-111,MHM-209,5.02
VMA-306,MHM-209,4.28
VMA-307,MHM-209,4.9
VSP-103,MHM-209,8.72
VSP-104,MHM-209,9.56
VSP-107,MHM-209,6.82
VSP-108,MHM-209,9.96
VSP-109,MHM-209,10.92
VSP-205,MHM-209,8.5
VSP-206,MHM-209,5.74
AHU-101,MHM-210,17.22
AHU-102,MHM-210,17.01
AHU-103,MHM-210,17.22
AHU-104,MHM-210,17.49
AHU-105,MHM-210,11.33
AHU-106,MHM-210,13.48
AHU-107,MHM-210,10.76
AHU-201,MHM-210,11.73
AHU-202,MHM-210,13.03
ANJ-101,MHM-210,11.22
ANJ-309,MHM-210,8.24
ANJ-310,MHM-210,6.38
ANJ-311,MHM-210,7.99
ANJ-312,MHM-210,11.15
CDN-111,MHM-210,14.65
CDN-112,MHM-210,15.92
CDN-113,MHM-210,16.26
CDN-114,MHM-210,18.37
CDN-115,MHM-210,19.22
CDN-116,MHM-210,18.93
CDN-301,MHM-210,16.06
IBI-301,MHM-210,45.08
LAC-102,MHM-210,22.98
LAC-104,MHM-210,25.27
LAC-305,MHM-210,26.39
LAC-306,MHM-210,22.76
LAS-321,MHM-210,17.65
LAS-323,MHM-210,19.12
LAS-325,MHM-210,19.74
LAS-326,MHM-210,19.47
LAS-327,MHM-210,18.26
LAS-328,MHM-210,19.51
LAS-329,MHM-210,17.23
LAS-330,MHM-210,19.53
LAS-333,MHM-210,20.62
MHM-105,MHM-210,5.22
MHM-106,MHM-210,5.68
MHM-107,MHM-210,5.67
MHM-108,MHM-210,7.34
MHM-109,MHM-210,1.98
MHM-209,MHM-210,0.25
MHM-210,MHM-210,0
MHM-211,MHM-210,4.71
MTN-102,MHM-210,11.85
MTN-103,MHM-210,13.74
MTN-104,MHM-210,10.92
MTN-305,MHM-210,8.12
MTN-307,MHM-210,12.23
OUT-101,MHM-210,9.4
PMR-101,MHM-210,6.2
PMR-102,MHM-210,7.52
PMR-203,MHM-210,5.92
PMR-204,MHM-210,3.32
PRF-304B,MHM-210,37.35
PRF-304C,MHM-210,37.56
PRF-304D,MHM-210,35.61
PRF-304E,MHM-210,33.79
PRF-304F,MHM-210,31.77
RDP-101,MHM-210,16.22
RDP-102,MHM-210,13.38
RDP-103,MHM-210,16.22
RDP-105,MHM-210,19.36
RDP-106,MHM-210,19.07
RDP-107,MHM-210,12.83
RDP-201,MHM-210,15.34
RDP-202,MHM-210,15.66
RDP-203,MHM-210,12.83
RPP-101,MHM-210,8.8
RPP-102,MHM-210,3.42
RPP-103,MHM-210,4.21
RPP-104,MHM-210,1.7
RPP-201,MHM-210,7.29
RPP-204,MHM-210,6.33
RPP-205,MHM-210,3.87
SLA-363,MHM-210,16.67
SLA-364,MHM-210,20.99
SLA-365,MHM-210,18.45
SLA-366,MHM-210,14.99
SLA-367,MHM-210,19.2
SLA-368,MHM-210,18.91
SLA-369,MHM-210,21.21
SLA-370,MHM-210,22.66
SLA-371,MHM-210,15.92
SLE-109,MHM-210,5.4
SLE-110,MHM-210,8.79
SLE-111,MHM-210,9.57
SLE-303,MHM-210,8.42
SLE-304,MHM-210,8.42
S-O-103,MHM-210,18.61
S-O-104,MHM-210,9.25
S-O-201A,MHM-210,17.07
S-O-201B,MHM-210,14.27
VER-310A,MHM-210,17.58
VER-310B,MHM-210,13.28
VMA-109,MHM-210,7.8
VMA-110,MHM-210,9.51
VMA-111,MHM-210,5.28
VMA-306,MHM-210,4.54
VMA-307,MHM-210,5.16
VSP-103,MHM-210,8.97
VSP-104,MHM-210,9.81
VSP-107,MHM-210,7.07
VSP-108,MHM-210,10.21
VSP-109,MHM-210,11.18
VSP-205,MHM-210,8.75
VSP-206,MHM-210,5.99
AHU-101,MHM-211,20.61
AHU-102,MHM-211,20.4
AHU-103,MHM-211,20.61
AHU-104,MHM-211,20.88
AHU-105,MHM-211,14.72
AHU-106,MHM-211,23.69
AHU-107,MHM-211,14.15
AHU-201,MHM-211,15.12
AHU-202,MHM-211,16.42
ANJ-101,MHM-211,7.14
ANJ-309,MHM-211,3.63
ANJ-310,MHM-211,1.51
ANJ-311,MHM-211,4.57
ANJ-312,MHM-211,7.08
CDN-111,MHM-211,18.93
CDN-112,MHM-211,21.39
CDN-113,MHM-211,21.77
CDN-114,MHM-211,19.98
CDN-115,MHM-211,20.83
CDN-116,MHM-211,20.53
CDN-301,MHM-211,20.03
IBI-301,MHM-211,42.5
LAC-102,MHM-211,25.71
LAC-104,MHM-211,23.25
LAC-305,MHM-211,25.87
LAC-306,MHM-211,26.36
LAS-321,MHM-211,21.62
LAS-323,MHM-211,23.08
LAS-325,MHM-211,23.71
LAS-326,MHM-211,23.44
LAS-327,MHM-211,22.23
LAS-328,MHM-211,23.48
LAS-329,MHM-211,21.2
LAS-330,MHM-211,23.5
LAS-333,MHM-211,24.59
MHM-105,MHM-211,2.43
MHM-106,MHM-211,1.61
MHM-107,MHM-211,0.81
MHM-108,MHM-211,2.9
MHM-109,MHM-211,5.54
MHM-209,MHM-211,4.22
MHM-210,MHM-211,3.97
MHM-211,MHM-211,0
MTN-102,MHM-211,7.05
MTN-103,MHM-211,8.95
MTN-104,MHM-211,9.35
MTN-305,MHM-211,11.56
MTN-307,MHM-211,7.43
OUT-101,MHM-211,17.96
PMR-101,MHM-211,9.44
PMR-102,MHM-211,11.08
PMR-203,MHM-211,8.88
PMR-204,MHM-211,6.88
PRF-304B,MHM-211,36.67
PRF-304C,MHM-211,36.62
PRF-304D,MHM-211,34.67
PRF-304E,MHM-211,32.86
PRF-304F,MHM-211,24.28
RDP-101,MHM-211,11.43
RDP-102,MHM-211,8.59
RDP-103,MHM-211,11.43
RDP-105,MHM-211,15.28
RDP-106,MHM-211,15
RDP-107,MHM-211,8.75
RDP-201,MHM-211,10.54
RDP-202,MHM-211,10.87
RDP-203,MHM-211,8.75
RPP-101,MHM-211,13.89
RPP-102,MHM-211,6.67
RPP-103,MHM-211,5.05
RPP-104,MHM-211,4.95
RPP-201,MHM-211,12.38
RPP-204,MHM-211,11.43
RPP-205,MHM-211,7.11
SLA-363,MHM-211,20.06
SLA-364,MHM-211,20.02
SLA-365,MHM-211,21.83
SLA-366,MHM-211,18.38
SLA-367,MHM-211,22.58
SLA-368,MHM-211,22.3
SLA-369,MHM-211,20.64
SLA-370,MHM-211,21.73
SLA-371,MHM-211,19.31
SLE-109,MHM-211,7.46
SLE-110,MHM-211,9.11
SLE-111,MHM-211,9.89
SLE-303,MHM-211,5.01
SLE-304,MHM-211,5.01
S-O-103,MHM-211,22.58
S-O-104,MHM-211,13.53
S-O-201A,MHM-211,19.73
S-O-201B,MHM-211,18.55
VER-310A,MHM-211,21.55
VER-310B,MHM-211,17.56
VMA-109,MHM-211,12.08
VMA-110,MHM-211,13.79
VMA-111,MHM-211,8.83
VMA-306,MHM-211,8.1
VMA-307,MHM-211,8.71
VSP-103,MHM-211,12.36
VSP-104,MHM-211,13.5
VSP-107,MHM-211,10.76
VSP-108,MHM-211,13.6
VSP-109,MHM-211,14.56
VSP-205,MHM-211,12.18
VSP-206,MHM-211,9.68
AHU-101,MTN-102,25.91
AHU-102,MTN-102,25.7
AHU-103,MTN-102,25.91
AHU-104,MTN-102,12.52
AHU-105,MTN-102,11.42
AHU-106,MTN-102,17.85
AHU-107,MTN-102,10.56
AHU-201,MTN-102,9.35
AHU-202,MTN-102,10.66
ANJ-101,MTN-102,6.65
ANJ-309,MTN-102,5.77
ANJ-310,MTN-102,6.53
ANJ-311,MTN-102,2.84
ANJ-312,MTN-102,0.03
CDN-111,MTN-102,23.14
CDN-112,MTN-102,21.23
CDN-113,MTN-102,21.62
CDN-114,MTN-102,19.83
CDN-115,MTN-102,20.67
CDN-116,MTN-102,20.38
CDN-301,MTN-102,22.21
IBI-301,MTN-102,42.35
LAC-102,MTN-102,25.55
LAC-104,MTN-102,23.09
LAC-305,MTN-102,35.61
LAC-306,MTN-102,26.2
LAS-321,MTN-102,38.63
LAS-323,MTN-102,40.1
LAS-325,MTN-102,31.92
LAS-326,MTN-102,31.57
LAS-327,MTN-102,29.76
LAS-328,MTN-102,31.02
LAS-329,MTN-102,28.73
LAS-330,MTN-102,31.63
LAS-333,MTN-102,32.42
MHM-105,MTN-102,7.1
MHM-106,MTN-102,6.74
MHM-107,MTN-102,8.09
MHM-108,MTN-102,4.1
MHM-109,MTN-102,12.82
MHM-209,MTN-102,11.51
MHM-210,MTN-102,11.25
MHM-211,MTN-102,7.94
MTN-102,MTN-102,0
MTN-103,MTN-102,3.1
MTN-104,MTN-102,2.94
MTN-305,MTN-102,4.96
MTN-307,MTN-102,1.02
OUT-101,MTN-102,17.81
PMR-101,MTN-102,13.93
PMR-102,MTN-102,16.56
PMR-203,MTN-102,14.18
PMR-204,MTN-102,13.62
PRF-304B,MTN-102,36.52
PRF-304C,MTN-102,36.47
PRF-304D,MTN-102,38.13
PRF-304E,MTN-102,36.17
PRF-304F,MTN-102,33.35
RDP-101,MTN-102,5.57
RDP-102,MTN-102,3.62
RDP-103,MTN-102,5.57
RDP-105,MTN-102,14.79
RDP-106,MTN-102,14.51
RDP-107,MTN-102,10.27
RDP-201,MTN-102,4.67
RDP-202,MTN-102,7.7
RDP-203,MTN-102,10.27
RPP-101,MTN-102,13.74
RPP-102,MTN-102,11.46
RPP-103,MTN-102,6.48
RPP-104,MTN-102,9.45
RPP-201,MTN-102,12.23
RPP-204,MTN-102,11.27
RPP-205,MTN-102,7.39
SLA-363,MTN-102,26.38
SLA-364,MTN-102,19.86
SLA-365,MTN-102,16.59
SLA-366,MTN-102,13.14
SLA-367,MTN-102,26.76
SLA-368,MTN-102,17.05
SLA-369,MTN-102,20.49
SLA-370,MTN-102,21.57
SLA-371,MTN-102,19.15
SLE-109,MTN-102,5.41
SLE-110,MTN-102,3.99
SLE-111,MTN-102,4.76
SLE-303,MTN-102,3.16
SLE-304,MTN-102,3.16
S-O-103,MTN-102,30.12
S-O-104,MTN-102,20.76
S-O-201A,MTN-102,27.26
S-O-201B,MTN-102,35.5
VER-310A,MTN-102,38.57
VER-310B,MTN-102,32.77
VMA-109,MTN-102,19.3
VMA-110,MTN-102,21.01
VMA-111,MTN-102,16.12
VMA-306,MTN-102,15.38
VMA-307,MTN-102,16
VSP-103,MTN-102,12.21
VSP-104,MTN-102,8.59
VSP-107,MTN-102,10.61
VSP-108,MTN-102,13.45
